aaa	1 2 6 9 11 13 14 20 22 33 34 37 43 49 51 60 64 68 75 83 84 91 94 98 
aaai	1 2 9 12 19 24 26 29 38 41 44 47 50 57 65 69 70 79 80 88 92 94 97 99 
aaas	1 2 6 12 19 20 26 34 47 48 50 55 57 58 65 69 76 83 88 92 94 97 
aac	1 3 4 6 9 11 12 20 29 33 34 44 46 49 50 55 60 63 68 75 77 80 92 97 
aad	4 9 11 12 15 22 25 27 29 33 36 38 41 49 66 76 78 80 84 88 98 
aapl	0 4 11 12 22 33 34 38 53 55 58 73 75 79 80 83 84 88 90 92 98 
aardvark	3 5 6 8 22 26 29 34 42 50 53 55 58 61 63 66 75 83 85 86 
aaron	1 2 13 18 22 25 28 32 35 38 41 45 51 52 55 59 60 63 64 72 82 85 95 97 98 
aarp	4 7 8 13 15 16 19 24 26 36 46 49 57 62 69 71 75 79 83 86 91 94 98 
aau	1 2 5 9 11 19 20 34 37 41 57 62 70 74 86 89 91 97 
aba	1 5 6 9 11 20 33 34 38 41 43 55 57 59 65 78 81 86 89 94 99 
abbr	1 2 12 15 24 31 43 46 48 50 59 61 69 75 76 80 84 92 96 98 
abbreviated	5 9 11 15 19 22 24 33 34 41 43 44 46 54 57 58 60 63 72 77 86 89 92 98 
abbreviation	2 5 12 15 17 19 20 22 24 33 34 41 43 46 51 53 57 60 63 72 75 80 94 96 
abbreviations	5 9 15 17 22 31 41 43 44 46 60 68 77 78 80 86 92 94 96 99 
abc	6 13 26 28 33 37 40 42 44 46 51 53 60 62 67 75 77 79 85 89 98 
abct	0 3 9 12 20 24 33 41 43 50 55 57 58 61 72 79 80 90 92 94 
abdel	1 5 8 11 35 36 38 42 44 49 51 60 65 68 78 82 88 93 96 
abdominal	0 5 10 12 14 19 23 33 35 41 54 60 62 64 69 70 72 74 76 85 92 97 
abilities	8 12 18 20 22 29 39 42 47 48 53 55 60 62 67 68 70 73 77 86 91 92 
abnormal	10 12 16 18 20 26 33 35 41 44 53 56 60 64 67 69 72 78 81 86 88 91 92 96 
aboard	0 4 13 14 16 19 26 31 33 34 37 42 48 51 60 65 68 84 
abortion	7 10 15 23 35 41 51 52 60 65 67 69 71 72 77 86 98 
about	0 7 13 15 17 21 23 27 28 37 39 42 44 51 60 71 73 86 97 
abraham	2 7 8 13 19 22 27 35 45 47 48 51 55 59 63 65 67 71 78 85 87 93 95 97 
abreast	4 7 11 19 25 26 29 33 36 39 42 46 48 50 52 60 62 64 70 77 83 84 86 92 
abridged	3 7 15 18 28 33 44 46 50 60 63 66 72 77 80 89 90 92 
abroad	7 11 13 18 20 24 28 40 51 55 60 62 67 73 74 77 84 93 97 99 
abs	1 3 4 9 15 20 26 30 33 34 36 53 54 57 60 62 66 70 75 76 82 89 91 94 96 
absolute	1 2 8 12 18 32 41 47 51 53 56 58 60 65 72 75 86 89 93 99 
absolutely	8 25 28 32 41 42 48 51 53 54 56 60 67 69 72 93 94 96 98 
absorbed	3 7 20 24 29 30 34 37 43 44 51 53 56 60 64 67 76 83 89 90 95 
abstract	5 8 10 15 17 18 39 45 53 56 60 63 67 74 80 83 84 86 92 
abstracts	1 2 15 26 31 33 40 44 67 73 78 80 83 84 92 94 
abt	2 4 9 14 17 25 26 29 40 53 55 61 63 74 76 80 91 92 97 98 
abuse	5 10 12 16 27 28 31 33 42 49 51 60 67 69 70 75 84 86 88 
abused	3 7 10 27 28 33 36 41 42 44 51 52 60 67 70 79 84 86 91 93 95 
abyss	12 25 26 30 32 35 37 42 48 54 56 69 73 75 79 81 89 92 95 99 
acad	1 6 9 12 15 26 30 34 38 42 45 50 55 61 75 79 86 90 92 95 97 98 
academia	9 11 12 17 18 26 29 31 34 36 38 44 57 60 67 69 73 74 76 83 84 91 
academic	1 2 5 7 15 31 36 51 55 57 58 60 67 70 73 74 83 86 94 
academics	1 7 17 32 36 39 42 51 55 57 60 67 73 84 86 88 94 97 
academies	5 9 11 19 29 34 38 40 42 46 49 53 55 57 59 60 62 67 83 84 86 94 97 
academy	1 2 5 7 20 34 37 38 40 42 51 53 55 57 59 60 67 74 87 
acb	3 5 6 9 11 12 19 20 22 25 28 37 41 49 52 57 80 86 89 94 
acc	1 6 11 19 37 41 43 44 49 55 59 60 62 68 79 81 83 90 94 
accelerated	3 7 9 18 23 25 33 40 43 45 47 48 58 60 67 81 87 91 92 
accelerator	4 9 12 15 25 26 34 39 43 45 51 57 59 60 67 69 76 86 88 92 
acceptance	2 7 10 18 27 35 36 42 45 47 51 58 60 62 65 67 71 77 79 83 85 94 
access	4 9 11 13 16 27 36 39 40 45 46 51 52 55 60 67 77 80 84 86 89 
accessed	0 4 13 16 30 43 46 48 52 59 60 63 67 72 77 80 83 86 89 91 92 95 96 99 
accessibility	2 9 15 16 18 20 27 36 39 45 48 60 62 67 72 83 86 89 96 
accessible	0 2 11 13 15 16 24 29 36 39 45 46 48 60 63 67 74 77 83 84 86 89 95 
accessing	3 4 9 16 27 33 36 46 48 52 55 59 60 64 67 70 80 84 86 91 96 99 
accessories	6 15 30 33 34 36 39 40 45 49 53 56 59 60 62 68 70 74 77 80 82 84 88 
accessory	0 8 10 12 18 28 33 34 36 43 45 46 49 51 53 56 59 60 68 70 91 
accident	0 9 10 14 16 19 23 25 28 33 34 37 42 48 51 53 56 60 72 76 78 81 96 
accidents	9 10 16 19 28 34 37 39 48 51 53 56 58 60 64 75 78 81 84 96 
acclaimed	5 13 18 26 28 31 34 37 38 40 42 53 57 60 63 64 77 82 87 
accommodation	0 2 5 7 24 36 39 40 42 45 46 52 58 60 62 68 70 72 77 83 86 89 91 93 
accomplished	7 13 17 18 26 31 32 34 39 41 48 51 53 55 60 67 74 77 91 97 98 
accomplishments	1 2 21 25 31 36 47 48 51 53 60 62 67 74 77 81 85 89 94 
accordance	5 7 8 12 19 20 36 40 51 60 65 72 77 78 83 84 89 93 94 
account	0 4 8 10 13 15 27 28 33 35 40 51 53 60 64 73 84 89 91 94 
accountability	1 7 11 12 15 16 21 25 27 29 36 47 51 60 65 67 75 81 83 89 94 
accountable	3 12 22 25 32 34 36 39 51 60 67 81 83 84 86 93 94 98 
accounted	3 4 10 13 15 16 18 20 23 27 28 43 49 55 60 64 68 74 81 84 89 93 
accounting	3 15 25 28 40 47 51 53 55 60 73 76 81 84 86 89 91 94 96 
accounts	0 4 13 27 28 33 35 36 40 49 51 53 60 64 73 84 86 89 91 93 94 99 
accredited	7 11 13 16 20 24 34 36 46 49 51 55 57 60 67 68 74 83 84 86 89 94 97 
accumulation	2 7 12 16 18 32 35 43 44 47 53 56 58 60 64 67 69 76 91 92 
accuracy	1 4 12 16 27 29 35 37 39 47 48 51 53 56 60 67 68 74 80 86 89 92 94 
accurate	3 4 8 16 35 39 48 51 53 56 60 63 67 68 72 74 77 89 92 94 96 
accurately	3 4 7 8 30 35 39 44 48 51 53 60 67 74 77 91 92 94 
accustomed	3 7 11 18 28 34 39 42 46 48 51 56 60 62 64 67 73 77 81 86 97 
ace	6 13 14 20 22 25 26 31 37 41 43 51 55 60 66 72 95 98 
achievement	1 2 8 16 18 31 32 45 47 48 51 53 55 57 60 62 67 74 77 79 81 89 94 
achievements	2 5 18 31 47 48 51 53 55 57 60 62 67 74 77 81 83 94 99 
acid	0 3 5 7 10 12 18 20 27 29 32 39 44 49 54 60 63 68 75 76 85 87 88 
acids	0 5 7 8 10 12 18 20 29 32 35 43 44 49 50 60 63 64 68 76 78 83 
acknowledge	7 14 27 36 39 48 51 53 60 62 67 71 77 86 93 94 97 
acknowledged	0 13 25 27 28 36 42 47 51 57 60 67 82 93 94 
acl	9 10 19 20 23 25 30 33 38 41 59 60 62 66 69 70 72 75 76 79 83 85 92 99 
acm	1 6 11 15 16 20 26 31 33 34 40 50 55 57 69 85 86 89 91 92 
acoustic	1 9 10 18 20 26 29 37 39 42 48 50 53 60 63 72 75 85 92 97 
acoustics	5 9 11 18 26 29 34 39 42 45 47 48 50 53 57 60 64 67 70 72 74 76 86 
acquired	0 6 10 13 20 22 27 37 38 49 51 55 60 64 80 83 89 93 
acquires	0 4 6 8 10 16 18 20 24 29 30 34 38 40 45 51 53 73 79 80 83 84 89 94 
acquiring	0 10 13 18 20 22 25 40 45 49 51 55 56 59 60 67 73 74 83 94 97 
acquisition	0 6 13 15 18 22 25 27 30 37 40 45 47 49 51 60 71 73 79 83 89 94 98 
acquisitions	0 3 13 15 22 25 40 43 45 47 49 55 60 62 64 73 81 94 98 
acrobat	15 17 18 20 24 26 31 33 34 45 46 50 55 63 65 69 70 79 80 83 85 86 88 91 92 
acronym	15 20 24 34 41 43 46 51 53 57 60 63 65 66 69 75 80 94 
acronyms	3 5 11 12 15 17 22 24 31 33 36 41 43 53 70 73 77 78 86 94 
acrylic	10 12 15 18 29 39 47 49 54 59 60 63 70 74 76 79 80 84 88 99 
acrylics	7 15 17 18 22 24 29 31 33 39 40 44 47 50 54 56 61 67 73 74 80 84 
acs	0 10 20 29 34 45 50 53 55 57 71 76 80 83 84 90 94 
act	1 3 5 7 10 22 40 51 55 56 60 65 67 72 75 77 81 83 89 93 95 98 
acting	5 8 17 20 22 26 34 40 42 44 51 57 60 67 70 81 82 85 87 91 93 98 
action	3 5 10 12 25 32 37 39 51 60 65 67 69 72 75 77 79 94 98 
actions	0 3 5 12 14 22 25 27 35 47 51 56 60 67 75 77 91 93 94 98 
active	7 20 26 29 31 34 37 46 49 51 55 58 60 63 67 73 77 83 97 
activism	1 5 7 10 18 23 31 36 42 51 55 58 60 67 69 73 85 86 88 
activist	1 10 18 23 26 31 32 38 42 51 55 57 58 60 63 65 69 82 88 91 93 95 
activists	4 23 26 32 42 51 55 57 60 65 67 69 75 77 78 86 88 93 99 
activities	5 16 32 34 40 49 51 55 60 65 67 69 70 77 78 81 83 88 91 94 
activity	0 16 18 20 23 37 40 43 49 51 56 58 60 67 73 75 78 81 83 85 88 91 
actor	1 2 10 17 18 22 26 28 31 37 42 51 57 60 68 79 82 87 89 91 95 98 
actors	7 10 17 18 26 32 39 42 46 53 55 57 59 60 62 67 77 82 91 95 97 98 
actress	2 5 10 18 28 42 51 57 60 64 79 82 87 89 91 95 98 
actresses	2 10 17 18 26 28 42 44 46 53 57 59 60 62 64 67 68 77 79 82 87 91 95 97 
acts	5 10 12 18 31 32 40 49 51 55 56 60 67 72 75 77 93 
acupuncture	5 9 18 24 27 29 33 42 57 59 60 74 76 86 88 92 94 
acute	0 7 9 10 12 16 33 38 41 51 58 60 64 67 76 88 90 94 
ada	1 9 10 15 16 20 24 27 29 33 36 41 42 55 57 59 68 72 89 95 98 
adam	2 8 10 13 22 25 32 35 37 38 46 55 60 64 78 82 85 87 98 
adams	1 2 8 10 13 19 21 22 25 27 32 35 42 51 60 63 68 71 82 85 87 90 93 97 98 
adaptation	0 5 10 15 18 22 26 28 32 37 40 48 53 60 63 67 77 79 87 92 98 
adaptations	0 5 9 10 15 22 26 37 44 48 50 53 60 64 67 70 77 92 97 
adapted	5 7 10 13 15 22 26 44 48 53 60 63 67 70 74 77 87 95 97 98 
adaptive	0 6 9 12 15 18 20 22 29 34 39 41 45 60 65 67 70 74 77 86 92 98 
adb	0 11 15 16 24 34 36 38 47 52 57 60 76 79 81 87 94 98 
add-on	0 9 15 18 22 24 33 34 39 43 49 50 60 65 68 70 72 77 79 80 83 85 94 
add-ons	0 9 10 13 15 17 18 22 24 36 39 43 50 65 70 77 79 80 83 94 
addiction	5 7 9 10 15 16 18 25 27 28 38 42 51 56 60 67 73 76 86 88 92 
addictive	3 10 12 15 16 18 39 41 44 51 56 67 77 79 86 88 90 93 98 
additives	3 9 10 15 16 18 20 24 30 39 44 47 49 56 60 67 88 90 94 
address	0 2 21 28 33 35 36 48 51 60 65 67 69 85 90 94 
addresses	0 2 4 13 15 21 24 28 33 35 36 43 46 48 51 55 60 67 77 80 86 94 
addressing	2 5 15 21 23 36 39 48 51 57 58 60 62 65 67 69 77 81 85 88 90 94 
adept	3 7 17 18 26 29 32 34 42 48 51 56 60 64 67 70 73 74 77 79 86 88 91 
adequate	7 11 16 24 27 36 39 47 56 58 60 67 70 72 89 93 94 98 
adh	1 9 12 16 18 20 24 28 36 41 43 44 49 50 57 75 91 
adidas	1 6 13 15 20 25 34 39 45 49 53 54 59 62 66 74 77 80 83 88 91 94 
adj	1 12 26 28 31 32 43 46 50 56 61 64 69 70 72 75 83 84 91 92 96 98 
adjacent	0 2 13 19 23 24 29 30 45 46 49 54 59 60 63 64 67 78 89 95 99 
adjective	2 5 7 10 12 17 18 20 22 24 36 41 43 46 51 53 54 60 63 80 86 91 92 94 
adjunct	1 2 5 24 34 38 42 49 51 52 55 57 58 63 67 74 76 86 94 97 98 
adjustable	4 7 10 15 17 26 30 33 36 39 43 45 49 60 64 66 68 70 79 81 86 89 91 92 99 
adjustments	3 7 17 30 35 39 43 45 47 53 56 60 62 81 86 89 91 92 94 98 
adm	3 4 6 22 28 34 39 43 49 52 58 61 63 66 73 76 82 85 86 94 
admin	4 11 12 15 19 21 29 31 33 34 36 45 50 69 70 72 75 79 80 85 96 98 
administered	0 3 5 7 16 20 24 38 44 49 51 57 60 67 70 72 86 89 93 
administers	5 15 16 19 24 29 34 36 38 45 49 51 55 57 59 60 70 76 86 89 93 94 
administration	3 9 19 21 36 47 51 57 60 65 67 81 82 89 93 94 
administrative	5 6 12 19 27 36 40 45 49 51 57 60 67 70 78 81 84 89 
administrators	3 7 9 11 17 19 34 36 39 46 49 51 55 57 60 62 67 75 76 86 94 
admission	2 5 23 24 27 28 33 40 51 52 60 62 65 67 71 72 79 83 86 91 94 
admissions	1 7 15 23 27 33 36 42 49 51 57 60 62 67 68 72 76 81 86 91 92 94 98 
admitted	10 13 14 25 27 28 42 44 51 52 57 60 67 74 88 91 93 94 
adobe	4 9 13 15 17 18 33 36 39 45 49 50 53 60 63 70 76 79 80 83 85 
adolescent	5 7 10 15 18 33 34 38 42 46 53 55 58 60 62 67 73 75 76 79 81 86 88 92 98 
adoption	5 10 13 15 16 24 28 33 35 36 45 51 55 60 65 67 71 72 77 79 83 
adp	11 20 23 27 36 43 46 49 50 57 60 69 76 80 83 91 94 
ads	4 10 13 15 21 33 39 40 44 46 51 53 56 59 60 62 69 77 79 80 98 
adsl	4 9 15 16 27 29 33 36 40 43 45 46 52 56 64 71 77 80 89 91 92 97 98 
adult	7 8 10 15 16 24 28 33 42 44 46 51 55 60 67 75 79 86 95 97 98 
adults	7 8 10 15 23 24 28 33 42 44 46 55 60 62 67 79 81 83 84 86 98 
advance	4 11 13 14 23 35 43 51 55 60 62 65 74 77 79 83 84 87 92 94 
advanced	15 20 23 29 33 37 47 51 55 60 67 68 74 79 80 83 84 88 92 97 
advancement	1 2 5 16 20 29 31 32 36 45 47 53 55 57 60 62 67 69 73 74 83 
advances	9 18 23 27 31 35 51 55 60 67 73 74 79 80 83 84 90 92 94 
advancing	3 4 23 25 29 31 35 55 60 62 73 74 77 83 84 92 99 
adventure	2 5 6 13 15 21 22 28 32 34 37 42 46 48 53 56 60 70 73 75 77 79 92 95 
adventures	0 2 5 6 13 15 21 22 28 31 37 42 48 53 55 56 60 70 73 75 77 79 92 95 
adverse	0 3 5 9 10 12 16 18 27 35 39 53 58 60 64 67 81 84 86 94 96 98 
advertise	13 15 18 24 27 30 36 39 40 43 46 49 51 53 56 59 60 62 77 80 86 93 98 
advertisement	10 13 15 16 21 31 33 40 46 51 53 54 59 60 69 77 79 80 85 96 98 
advertisers	4 13 39 40 46 51 53 55 60 62 67 69 71 73 77 79 80 86 91 93 94 98 
advertising	13 15 16 39 40 49 51 53 60 62 67 69 73 77 79 80 98 
advice	5 7 13 21 22 33 35 36 39 40 42 48 51 55 60 67 79 80 86 94 98 
adviser	2 8 19 21 22 25 36 38 42 47 51 57 58 60 65 67 73 82 91 93 94 98 
advisers	0 4 8 17 19 21 36 39 40 42 47 51 57 60 62 67 71 73 79 86 94 98 
advising	0 3 7 11 13 19 22 33 36 40 42 51 55 57 60 62 67 73 86 88 93 94 98 
advisor	2 8 11 19 22 25 36 38 40 42 47 51 55 57 58 60 67 73 74 87 91 94 98 
advisors	0 2 4 8 11 17 19 22 29 40 47 49 55 57 60 67 71 73 76 91 94 98 
advisory	2 11 15 16 19 21 24 26 33 40 44 49 55 57 58 60 65 67 69 79 84 86 90 94 98 
advocacy	10 15 16 23 29 31 36 42 45 51 55 57 60 67 69 71 75 86 93 98 
advocate	1 5 7 10 16 29 31 32 36 45 51 55 58 60 65 67 69 71 88 93 98 
advocates	7 10 16 18 23 29 36 39 45 51 55 57 60 65 67 69 71 86 88 93 
aea	1 11 15 20 22 24 33 34 43 57 61 64 69 71 73 75 78 88 94 
aec	0 3 12 15 20 22 29 30 34 47 52 57 58 61 65 72 75 83 89 93 99 
aegis	0 3 15 20 22 26 29 34 37 45 47 51 57 77 79 80 83 84 94 
aerial	0 9 16 23 26 29 31 37 47 56 60 65 67 70 77 78 80 84 91 
aerospace	6 13 15 19 20 25 29 34 37 40 45 47 53 55 57 60 71 73 74 76 83 84 94 97 98 
aesthetic	2 5 8 10 12 15 18 20 29 39 42 45 53 56 60 67 74 86 94 
aesthetics	1 5 12 15 17 18 29 34 36 42 45 48 53 60 67 69 73 78 86 92 94 
aet	1 6 9 12 38 41 43 49 55 56 66 76 80 83 90 94 98 
afc	1 6 11 13 19 25 30 32 37 38 41 43 44 49 51 59 60 62 68 77 79 83 90 94 
affair	0 2 5 6 10 14 17 21 25 28 33 40 42 51 54 60 63 73 79 91 
affairs	1 5 6 19 22 36 38 40 42 51 57 58 60 67 69 78 82 93 94 
affect	6 16 20 28 30 35 39 43 51 56 60 62 67 71 73 81 94 98 
affected	0 3 9 16 20 24 27 28 30 48 51 60 62 64 67 81 84 93 
affecting	9 10 16 23 28 33 48 56 58 60 62 64 67 69 73 75 81 84 90 
affectionately	7 17 22 24 34 41 44 46 48 51 53 54 59 63 72 77 80 85 86 88 91 93 95 
affects	10 12 15 16 20 24 27 28 30 41 48 51 56 60 62 64 67 69 71 75 81 84 86 98 
affiliate	6 13 20 26 29 33 34 38 44 46 49 51 60 62 71 75 83 85 89 93 94 98 
affiliated	1 13 15 20 29 34 38 40 44 46 49 51 55 57 59 60 67 83 86 93 
affiliates	4 6 13 29 40 44 46 49 59 60 62 64 73 75 83 89 93 94 97 
affiliation	1 8 10 13 17 20 33 38 46 49 51 60 62 67 73 75 83 85 86 89 91 94 
affirmations	5 12 16 18 22 24 26 29 35 40 44 53 59 62 75 78 85 86 89 94 99 
affirmative	1 3 10 15 21 23 27 36 41 45 51 59 60 65 67 69 71 77 81 86 94 98 
afflicts	0 4 7 10 15 23 24 27 28 34 38 41 48 55 58 62 64 69 73 81 84 86 88 97 
affordable	7 13 15 16 18 24 36 39 45 56 60 68 74 79 84 93 98 
afghan	0 3 4 8 11 19 23 36 38 42 51 55 58 60 65 68 70 73 77 82 87 88 94 99 
afghanistan	0 4 11 16 19 23 38 44 51 58 60 65 70 73 77 81 82 84 87 94 97 
afi	1 2 18 24 26 28 31 32 34 37 40 44 53 57 59 67 72 76 79 87 89 94 
afl	1 5 9 13 19 25 28 32 34 37 43 49 52 57 60 62 67 75 79 81 83 85 89 93 94 
afp	6 8 11 19 23 25 28 42 51 57 58 60 72 78 82 87 88 93 94 96 
africa	5 15 16 27 32 37 41 51 55 57 58 60 62 73 77 81 84 87 90 99 
african	5 13 15 20 32 41 42 51 55 57 58 60 65 73 77 84 87 88 90 99 
african-american	1 5 7 8 10 13 23 24 31 45 46 55 60 67 73 81 93 97 
afrl	0 3 11 12 16 19 20 29 34 37 49 50 52 55 57 58 61 67 69 70 76 80 83 92 97 
afs	1 9 11 17 19 20 24 29 34 37 38 42 50 52 67 69 75 80 83 92 
against	1 3 10 14 17 25 27 35 37 38 49 51 52 55 60 62 77 79 90 93 99 
age	2 7 10 13 15 17 20 28 37 42 44 51 53 55 60 67 68 81 86 95 
agencies	0 3 9 11 13 16 19 36 40 49 51 55 57 60 67 84 93 94 
agency	4 11 13 16 19 20 28 38 51 57 60 67 69 76 84 87 93 94 
agenda	15 21 25 26 35 36 51 58 60 62 65 67 69 71 77 81 83 90 94 96 
agendas	15 17 21 25 26 29 36 39 44 46 60 62 67 73 77 83 86 94 
agent	13 20 22 25 26 28 37 49 51 52 56 60 63 67 70 76 82 91 94 98 
agents	0 4 13 26 28 44 49 51 60 67 70 78 82 84 86 88 91 94 
ages	2 7 8 10 15 17 23 28 33 35 44 46 53 55 60 62 67 68 83 84 86 92 95 
aggression	5 12 25 27 32 38 51 56 60 65 67 69 75 77 84 87 88 94 
aggressive	3 7 18 25 29 39 51 52 56 60 67 73 77 79 86 88 91 98 
aging	2 4 7 13 15 20 26 33 34 41 45 51 56 58 60 67 81 88 90 97 
agree	0 17 28 30 32 35 36 39 51 55 60 65 71 81 84 94 97 
agreed	0 13 17 22 25 28 30 36 40 49 51 52 55 57 60 65 71 93 94 97 
agreement	0 5 6 25 30 35 36 40 47 49 51 52 60 65 71 83 87 89 94 97 
agreements	5 6 13 25 35 36 40 47 49 52 60 65 71 77 78 83 84 89 93 94 97 99 
agrees	8 14 22 28 30 32 36 40 45 51 52 60 65 71 75 79 87 94 98 
agricultural	5 13 15 24 27 32 34 40 43 47 55 58 60 73 74 76 78 81 93 94 
agriculture	5 13 15 19 24 27 32 36 43 47 52 58 60 73 74 76 78 81 88 93 94 96 
ahca	1 3 9 15 16 19 20 24 34 41 50 57 61 62 69 83 86 94 98 
ahd	2 9 11 17 18 26 29 35 41 44 47 49 53 54 57 66 71 75 76 78 82 85 88 
ahead	4 11 13 14 23 25 35 37 39 51 52 60 62 65 71 74 79 87 96 
ahrq	1 9 11 15 16 20 22 24 29 36 41 47 50 57 64 67 70 76 79 80 83 84 87 96 
aid	0 7 16 36 47 51 52 55 60 62 65 70 75 84 87 93 94 97 
aided	3 4 7 13 18 29 31 47 51 55 58 60 67 70 73 84 88 91 
aids	0 7 10 15 16 18 23 28 42 51 55 57 60 62 67 69 81 88 90 
aig	0 4 22 25 40 47 49 51 57 64 71 75 76 79 81 83 86 91 93 94 
aim	4 16 18 25 29 32 40 51 55 60 62 65 67 69 77 83 87 94 
aip	3 4 6 9 11 15 33 34 38 42 44 50 53 57 63 75 80 87 94 
air	0 11 16 19 20 26 29 33 34 37 39 47 51 54 56 58 60 78 82 84 87 97 98 
aircraft	0 3 4 13 19 20 29 33 34 37 39 45 47 51 56 60 68 77 78 84 
aires	5 6 9 11 14 17 18 20 23 31 33 38 40 46 49 51 60 76 78 84 87 95 96 99 
airing	9 13 21 23 26 28 33 37 40 44 46 56 60 62 67 69 75 77 85 89 98 
airline	0 13 16 19 20 22 25 26 33 39 45 51 58 60 62 66 71 84 89 93 94 98 
airlines	0 6 9 13 16 19 20 22 26 33 37 39 51 60 62 66 71 78 84 89 93 94 
airport	0 11 13 19 23 27 30 33 34 37 40 42 45 51 52 54 60 62 67 72 78 82 84 89 
airpower	3 7 20 23 24 29 32 37 45 47 56 65 67 77 80 84 87 90 94 97 98 
